Postcode,Threshold1,Threshold2,Threshold3,Threshold4,CardsInForce0,CardsInForce1,CardsInForce2,Transactions,SpentAtMerchants,RetailTransactions,SpentAtRetailMerchants,DiningTransactions,SpentAtDiningMerchants,LodgeTransactions,SpentAtLodgeMerchants
2208,,,x,,2754,2611,143,"82,772","23,549,838.04",60874,17446997.29,2178,2272399.6,0,0
2209,,,x,,3384,3318,66,"24,974","2,728,700.21",10779,1066808.27,6297,591298.54,0,0
2210,,,x,,6142,5909,233,"182,559","48,491,035.09",100853,9643169.19,3527,723937.92,0,0
2211,,,x,,2992,2850,142,"83,538","10,181,200.15",43091,8234760.5,12695,233205.85,0,0
2212,,,x,,2603,2453,150,"192,920","14,770,888.68",151061,12032872.7,18733,589860.89,0,0
2213,,,x,,3637,3536,101,"10,875","687,829.62",9017,516493.46,951,36041.2,0,0
2214,x,,,,740,653,87,"9,739","9,227,523.14",6929,7546100.25,1217,17941.78,0,0
2215,x,,,,12,11,1, -   , -   ,0,0,0,0,0,0
2216,,,x,,5338,5184,154,"377,723","30,635,846.95",284667,21185643.22,33378,2548812.61,5384,2100540.97
2217,,,x,,6241,6079,162,"326,805","23,956,375.77",242592,13480504.87,13952,893411.79,668,25781.92
2218,,,x,,3094,3017,77,"53,867","6,316,618.35",23413,3286376.45,1367,117296.85,0,0
2219,x,,,,3863,3768,95,"92,472","6,196,846.84",51330,3604256.08,15148,790568.59,0,0
2220,,,x,,7399,7257,142,"759,621","45,903,651.69",683336,28333105.73,13727,235968.6,397,36625.48
2221,,,x,,6051,5915,136,"141,782","9,889,527.27",40914,3835418.4,19343,1141178.98,0,0
2222,,,x,,2649,2597,52,"65,198","5,111,339.70",50889,4118324.09,1469,47174.42,0,0
2223,,,x,,5660,5472,188,"183,908","12,518,931.11",164769,11112311.77,4203,283654.99,0,0
2224,,,x,,5255,5126,129,"327,954","24,334,771.04",303638,21170031.6,15822,428438.51,331,83025.05
2225,,,x,,1730,1698,32,"3,888","256,538.22",558,67223.53,0,0,0,0
2226,,,x,,3261,3177,84,"27,931","1,484,200.96",24542,1138381.39,1261,91595.53,0,0
2227,,,x,,3868,3781,87,"65,039","4,496,213.06",37385,1686224.52,4480,301513.07,0,0
2228,,,x,,4714,4580,134,"927,434","92,992,828.65",828865,67244447,33563,2341017.46,661,201913.25
2229,,,x,,9408,9036,372,"590,459","95,776,225.08",484744,83938942.21,27918,1112020.39,8,12956.6
2230,,,x,,9477,9258,219,"195,333","18,747,803.00",122458,6792152.83,30362,4571209.34,2228,1208318.55
2231,x,,,,402,385,17,"4,209","12,230,967.02",4011,12214260.98,13,271.3,0,0
2232,,,x,,7212,7027,185,"362,893","43,153,235.84",264087,29963128.93,19171,685867.24,107,28110.55
2233,,,x,,5246,5119,127,"191,477","15,063,728.93",140066,9735041.12,18972,343058.95,212,47088.47
2234,,,x,,9046,8828,218,"318,844","22,272,764.83",281168,18473680.33,8900,723057.95,0,0
2236,x,,,,3,3,0,"1,188","142,048.46",15,78438.76,0,0,0,0
2250,,,x,,10406,9682,724,"964,346","99,074,927.16",795705,79450633.07,50467,1328743.93,2027,419014.38
2251,,,x,,5168,4929,239,"152,908","10,964,623.73",118632,7949927.79,7073,189846.36,85,34290.42
2252,,x,,,25,12,13,280,"40,742.77",2,7831.47,86,2076.8,0,0
2254,x,,,,9,8,1, -   , -   ,0,0,0,0,0,0
2256,,,x,,1971,1884,87,"135,965","9,083,081.86",122228,8209878.11,4756,178727.01,25,3223.1
2257,,,x,,3976,3815,161,"120,529","9,005,590.88",95504,5305566.83,7756,2124442.19,635,270976.84
2258,x,,,,1119,1063,56,"11,833","1,072,044.73",1636,467669.98,164,11106.7,0,0
2259,,,x,,8077,7766,311,"515,123","45,109,382.98",355627,28037974.55,65925,1354223.2,2484,801204.82
2260,,,x,,5611,5379,232,"81,527","11,952,656.70",39849,2709557.26,11938,1587452.29,6453,2947082.52
2261,,,x,,7723,7502,221,"240,905","17,020,543.17",182948,11099447.9,19581,718151.53,7700,2534402.35
2262,,,x,,1590,1564,26,"33,498","1,770,521.36",31597,1629900.66,38,1195.6,0,0
2263,,,x,,2370,2306,64,"141,095","11,045,500.77",128436,9895210.67,2790,73502.32,137,31554.4
2264,,,x,,2160,2123,37,"74,735","4,577,151.70",61175,3710116.21,4389,99478.78,0,0
2265,x,,,,946,933,13,"1,443","159,141.33",672,75442.27,256,3499.03,0,0
2267,x,,,,550,545,5,"1,213","87,421.66",488,17607.53,61,3779.2,0,0
2269,,x,,,6,6,0, -   , -   ,0,0,0,0,0,0
2276,,x,,,0,0,0,7,709.85,7,709.85,0,0,0,0
2278,x,,,,168,168,0,25,"10,930.34",11,10628.04,13,207.3,0,0
2280,,,x,,4414,4357,57,"174,235","12,278,461.11",134213,9136565.94,5738,195446.48,338,73416.85
2281,,,x,,1946,1904,42,"73,136","4,455,744.99",64240,3659134.53,5250,137672.59,1481,424392.9
2282,,,x,,3442,3374,68,"119,066","12,144,475.16",89791,8126813.94,9638,285502.12,2577,229040.53
2283,,,x,,3848,3753,95,"83,922","5,867,727.23",69597,4523729.35,4148,136843.61,335,103571.62
2284,x,,,,1287,1257,30,"30,813","3,055,258.17",28098,2702032.21,983,80722.54,127,55290.67
2285,,,x,,3488,3386,102,"203,686","16,100,397.68",158834,13331517.34,9675,257750.7,1298,174903.13
2286,x,,,,245,241,4,"1,112","89,879.27",169,7943.11,0,0,0,0
2287,,,x,,4533,4464,69,"134,492","8,369,632.95",98566,6236715.03,5695,97803.05,559,94533.02
2288,x,,,,70,68,2,673,"128,386.46",623,125783.3,0,0,0,0
2289,,,x,,5101,5001,100,"551,012","56,076,059.68",519706,46737275.03,13332,517454.75,63,15957
2290,,,x,,5651,5543,108,"373,833","37,493,135.24",323470,32937739.1,14116,403424.61,3634,946194.31
2291,,,x,,5671,5593,78,"133,231","12,195,678.04",94343,7327856.52,14583,1315050.28,2826,212064.77
2292,x,,,,495,412,83,"43,289","7,634,383.85",20414,3251346.56,7474,100877.41,418,38792.43
2293,x,,,,644,609,35,"9,306","2,530,282.19",2282,492082.51,1630,124434.59,4,1375
2294,x,,,,402,360,42,633,"398,539.06",108,325116.11,444,64227.02,0,0
2295,x,,,,1052,1034,18,"1,315","235,591.32",701,145702.74,269,9719.25,7,1180
2296,x,,,,321,313,8,"14,741","3,551,350.48",1831,391668.21,13,385.5,0,0
2297,x,,,,211,209,2,"1,313","368,127.24",1045,356912.1,108,772.7,0,0
2298,,,x,,1171,1134,37,"77,853","3,999,623.06",75585,3843720.31,1184,23588.42,0,0
2299,,,x,,1707,1683,24,"73,771","81,770,893.35",64356,80759687.06,3714,79434.81,581,173497.9
2300,,,x,,4513,4180,333,"304,964","65,980,235.87",74602,8607086.59,36742,3210795.24,17727,5832149.12
2301,,,x,,109,109,0,"80,074","4,634,341.84",76323,4547930.61,2942,47170.13,0,0
2302,,,x,,138,111,27,"236,992","23,045,311.62",209046,15246618.99,6008,328137.68,5780,1609052.24
2303,,,x,,2781,2690,91,"30,527","4,290,802.64",16747,2999950.39,7903,480888.66,803,90494.34
2304,,,x,,1864,1785,79,"164,978","14,354,944.43",133695,12447231.05,7575,102204.2,1936,556377.89
2305,,,x,,3969,3925,44,"42,612","3,795,918.79",18798,1428140.22,7169,333429.19,11111,1512309.67
2306,x,,,,62,62,0,"3,354","168,060.29",3312,166129.33,4,57.8,0,0
2307,,x,,,263,260,3,"3,008","159,108.90",157,12507.73,291,20789.25,0,0
2308,x,,,,17,17,0,372,"79,884.90",226,22245.72,21,200.1,0,0
2309,,x,,,151,141,10, -   , -   ,0,0,0,0,0,0
2310,,,x,,92,56,36,"51,561","9,487,197.55",50933,9216984.88,0,0,0,0
2311,,x,,,119,115,4,182,"11,727.27",178,11142.08,0,0,0,0
2312,x,,,,101,92,9,725,"50,042.35",11,839.15,0,0,0,0
2314,,x,,,25,12,13,116,"8,251.29",44,6777.82,0,0,0,0
2315,,,x,,2881,2805,76,"88,860","9,189,057.47",60392,3887523.56,9602,956576.16,10146,2868377.11
2316,x,,,,664,625,39,"37,314","2,661,119.18",31114,2294476.42,683,65438.73,2,750
2317,,,x,,1320,1274,46,"99,706","8,295,234.96",83444,5586160.38,808,110112.95,3071,1476757.07
2318,,,x,,1320,1216,104,"76,373","4,936,528.99",48909,2942305.28,15498,224157.99,2344,513770.78
2319,x,,,,575,539,36,"4,428","264,461.24",2343,139397.77,19,716,0,0
2320,,,x,,4118,3909,209,"304,099","45,921,155.88",225610,31546694.83,29675,3392065.59,24537,9156320.49
2321,x,,,,1594,1530,64,"4,758","595,045.29",2096,386149.4,493,52138.14,30,11088.16
2322,,,x,,1815,1722,93,"57,455","5,095,190.35",22202,2843340.47,10912,178227.66,212,43152.09
2323,,,x,,3060,2955,105,"154,733","15,370,146.01",129812,9731757.86,4563,163816.48,318,87838.07
2324,,,x,,2901,2721,180,"158,128","13,284,291.18",103091,7858957.36,15038,332607.59,1327,401216.28
2325,,,x,,2159,2046,113,"126,057","14,680,105.88",86000,8063256.42,9986,945821.33,10786,3896579.14
2326,x,,,,391,383,8,492,"34,950.04",98,14460.95,1,85,1,1030
2327,x,,,,351,342,9,"15,631","896,551.77",12620,765103.95,1646,29627.36,51,9267.57
2328,x,,,,213,192,21,"1,080","254,589.05",200,121055.3,193,21844.6,233,84475.83
2329,x,,,,216,212,4,"1,260","74,247.59",1244,70887.5,2,39,9,2993.57
2330,,,x,,2332,2161,171,"116,530","9,951,078.89",84749,6323112.82,11865,818036.38,2621,906104.24
2333,,,x,,909,842,67,"41,946","3,600,120.28",29803,2136608.33,2182,93023.66,2146,675711.56
2334,x,,,,125,111,14,"5,457","271,739.46",401,28127.6,1617,21851.43,0,0
2335,x,,,,664,644,20,"1,019","222,080.17",419,64650.68,429,112995.95,27,8033.41
2336,x,,,,138,132,6,359,"176,656.64",217,166201.17,2,590,18,3337.44
2337,x,,,,842,807,35,"37,658","3,127,886.36",22700,1755752.17,7065,153519.84,890,279543.21
2338,x,,,,139,136,3,676,"113,732.28",27,73521.9,80,1740.5,10,1627.9
2339,x,,,,73,73,0,"1,020","190,482.47",5,143.3,973,187968.25,0,0
2340,,,x,,3926,3825,101,"232,743","26,285,504.79",181309,15915649.81,14927,493235.87,9936,2416045.17
2341,,x,,,45,45,0,51,"2,231.15",41,2044.85,5,109.6,0,0
2342,,x,,,33,33,0,17,"1,015.13",0,0,0,0,0,0
2343,x,,,,365,360,5,"2,784","257,841.10",1288,78510.91,191,18001.25,53,12213.45
2344,x,,,,53,53,0, -   , -   ,0,0,0,0,0,0
2346,x,,,,141,141,0,162,"180,055.14",62,43783.1,3,53.13,12,2516.5
2347,x,,,,77,76,1,285,"18,562.12",6,509.95,35,3635.42,1,89
2350,,,x,,2346,2269,77,"180,218","20,297,800.11",150590,15954756.45,6729,215230.7,4829,1060605.91
2351,x,,,,51,50,1,133,"218,539.41",1,41.38,0,0,0,0
2352,,x,,,109,109,0,383,"27,586.04",373,24067.46,0,0,5,625.7
2353,x,,,,47,47,0,271,"21,719.81",0,0,0,0,0,0
2354,x,,,,317,309,8,772,"90,032.52",337,22233.86,5,332.4,42,5953.23
2357,x,,,,247,242,5,"12,362","1,169,642.50",8300,531999.67,200,12254.43,959,157102.01
2358,x,,,,233,232,1,"1,348","136,000.67",164,31066.1,396,23277.75,123,24981.94
2359,,x,,,25,23,2,6,499.49,4,348.82,0,0,0,0
2360,,,x,,594,565,29,"39,971","3,796,005.01",32604,2675147.35,2130,94565.49,755,169531.34
2361,,x,,,30,30,0, -   , -   ,0,0,0,0,0,0
2365,x,,,,222,220,2,"2,315","126,403.07",1198,55781.07,117,8419.25,17,3384.68
2370,x,,,,452,433,19,"23,156","1,615,505.22",14767,952383.56,2041,29672.55,500,100210.19
2371,,x,,,79,79,0,53,"6,504.97",50,5972,0,0,0,0
2372,x,,,,322,312,10,"10,403","810,106.03",8354,443337.24,389,54511.57,633,137611.41
2380,x,,,,573,556,17,"41,618","3,283,592.50",30488,2123173.84,3682,81806.83,2022,478186.57
2382,x,,,,51,50,1,405,"112,037.75",0,0,20,1086,313,107062.93
2388,x,,,,171,168,3,249,"150,920.09",30,6224.74,0,0,49,12688.52
2390,x,,,,538,516,22,"28,727","2,275,694.67",20787,1489288.03,3401,91057.79,1819,341512.68
2395,x,,,,44,44,0,3,118.4,3,118.4,0,0,0,0
2396,,x,,,51,51,0,2,75.85,0,0,1,44.9,0,0
2397,x,,,,64,62,2,686,"71,863.48",0,0,0,0,0,0
2399,,x,,,39,38,1,1,37.75,0,0,0,0,0,0
2400,,,x,,916,895,21,"66,338","6,020,527.82",54905,4363954.15,3074,214162.1,974,203087.74
2402,x,,,,82,76,6,86,"135,445.59",1,34.95,0,0,0,0
2403,,x,,,26,26,0,17,968.29,0,0,0,0,0,0
2404,x,,,,95,94,1,861,"66,045.66",554,19620.68,7,1262.38,295,45026
2405,,x,,,44,44,0, -   , -   ,0,0,0,0,0,0
2406,,x,,,91,91,0,10,"2,216.88",0,0,8,2118.5,0,0
2408,,x,,,58,58,0, -   , -   ,0,0,0,0,0,0
2409,x,,,,20,20,0,"2,191","271,883.46",0,0,8,145.2,30,2955
2412,,x,,,2,2,0, -   , -   ,0,0,0,0,0,0
2420,x,,,,473,439,34,"22,750","1,185,139.17",21662,965103.4,0,0,37,6561.4
2421,x,,,,257,241,16,169,"48,219.66",14,997.34,69,7206.97,38,34961.54
2422,x,,,,547,533,14,"14,898","1,081,487.16",11173,714688.15,161,9012.28,148,35118.98
2423,x,,,,228,198,30,"7,320","476,351.38",65,8837.18,97,2154.9,51,10653.84
2425,,x,,,180,145,35,107,"4,018.50",86,2822.85,6,400.5,0,0
2426,,x,,,31,30,1, -   , -   ,0,0,0,0,0,0
2427,x,,,,277,273,4,"7,651","430,892.66",5930,256858.83,1069,137399.55,0,0
2428,,,x,,2395,2303,92,"180,320","13,001,269.60",156440,10124359.99,4730,285373.99,2028,552579.32
2429,x,,,,565,501,64,"11,496","672,440.04",10095,543180.97,345,27680.73,110,23458.97
2430,,,x,,2335,2093,242,"247,851","12,621,219.44",214272,10168648.21,12786,333577.37,1734,318386.76
2431,x,,,,385,380,5,"20,090","1,175,219.63",19631,1084659.3,109,13000.26,259,62052.65
2439,x,,,,173,162,11,345,"32,708.46",33,11599.49,10,477.75,147,9944.79
2440,,,x,,931,903,28,"46,982","4,090,794.94",20764,1653891.34,5549,85596.3,1348,213851.01
2441,x,,,,289,280,9,742,"57,041.71",437,36899.1,19,1218.8,0,0
2443,x,,,,573,556,17,"24,520","1,283,251.74",19282,863922.71,278,13300.76,121,28138.9
2444,,,x,,5395,5243,152,"464,590","44,646,307.68",380056,32773140.81,26189,1289989.82,16012,4171941.77
2445,x,,,,666,657,9,"31,552","1,914,476.67",25735,1565342.34,136,4895.08,10,2431
2446,x,,,,870,833,37,"18,591","1,291,424.14",14770,991103.37,89,2057.94,144,26759.8
2447,x,,,,429,421,8,"48,848","4,558,137.65",42905,3258310.5,957,32857.36,155,24609.79
2448,x,,,,583,563,20,"31,078","1,969,382.50",22388,1426654.87,3434,63219.73,565,114246.73
2449,,x,,,84,80,4,10,"2,303.10",0,0,0,0,0,0
2450,,,x,,4388,4163,225,"370,170","34,476,205.35",277777,22141782.87,24023,1075253.37,13587,3263410.71
2451,,x,,,1,0,1,347,"29,151.64",347,29151.64,0,0,0,0
2452,,,x,,873,824,49,"62,812","4,620,633.66",60570,4245502.1,936,85992.86,141,36765.25
2453,x,,,,178,170,8,"2,761","133,505.59",2446,116960.46,168,7001.35,16,2670.4
2454,x,,,,690,662,28,"4,561","365,095.82",4028,307330.42,240,26160.35,112,19795.44
2455,x,,,,215,204,11,"2,159","161,078.01",30,589.81,725,57688.55,1,85
2456,x,,,,942,909,33,"31,472","2,275,572.41",28091,1590984.23,499,30859.61,49,11024.6
2457,,x,,,3,2,1,5,"1,464.49",5,1464.49,0,0,0,0
2460,,,x,,1389,1339,50,"97,499","7,390,290.59",62120,4771757.35,7167,148748.91,1855,398381.07
2461,x,,,,0,0,0,461,"32,990.89",27,7757.6,0,0,271,16536.18
2462,x,,,,91,88,3,"29,553","1,988,482.56",28501,1976534.01,1017,6954.95,33,4924.2
2463,x,,,,498,492,6,"10,458","1,265,451.86",5507,777953.41,691,24919.95,155,27087.6
2464,x,,,,643,627,16,"16,247","1,280,412.67",12011,681050.53,1635,56505.52,1641,474648.17
2465,x,,,,15,15,0,"2,272","918,138.36",0,0,150,8804,1941,898356.43
2466,x,,,,111,111,0,642,"194,586.52",392,169810.35,60,2885.4,43,7517.85
2468,x,,,,2,2,0,563,"55,782.66",563,55782.66,0,0,0,0
2469,x,,,,177,165,12,535,"17,954.62",478,11198.68,0,0,1,1094.4
2470,x,,,,592,568,24,"26,012","1,698,835.58",18345,1155329.31,2084,89115.8,286,72081.17
2471,,x,,,96,92,4,80,"6,042.41",0,0,0,0,0,0
2472,x,,,,92,91,1,"1,417","78,935.20",235,7932.29,63,2243.05,1,25
2473,x,,,,161,159,2,"4,280","211,359.48",3958,146432.26,78,5674.25,21,5662.15
2474,x,,,,296,283,13,"6,639","460,747.50",5491,346654.99,17,590.45,139,26416.2
2475,,x,,,9,9,0,9,408.5,9,408.5,0,0,0,0
2476,,x,,,30,29,1,16,"1,261.24",16,1261.24,0,0,0,0
2477,,,x,,1271,1209,62,"29,780","2,635,790.49",26542,1356417.45,162,5293.55,157,38910.1
2478,,,x,,3440,3362,78,"258,324","23,393,053.75",210760,18267795.03,11250,575179.75,3883,1074054.51
2479,x,,,,1073,1048,25,"7,528","2,436,507.16",4172,1349002.58,1891,345535.51,478,657917.74
2480,,,x,,3540,3379,161,"200,799","21,327,303.10",162459,14506140.45,6862,195823.15,2832,597763.01
2481,,,x,,2465,2408,57,"161,199","26,800,469.18",112180,11961272.2,11949,2219316.59,14079,7988987.75
2482,x,,,,770,750,20,"32,950","3,381,905.06",31554,3053805.05,170,7437.02,105,65743.54
2483,x,,,,1105,1077,28,"27,289","1,775,954.00",25524,1487014.82,312,17637.32,162,36827.42
2484,x,,,,1636,1572,64,"55,801","4,812,864.88",44655,3224604.72,2798,149197.44,308,48533.1
2485,,,x,,1593,1539,54,"153,564","9,315,489.55",126487,7113692.14,6872,202209.78,1045,187003.98
2486,,,x,,3224,3129,95,"259,148","24,896,295.64",217576,20531085.96,5926,97093.09,152,26514.03
2487,,,x,,2019,1964,55,"119,319","8,904,697.10",78523,4711622.96,10921,833274.77,3184,1319693.12
2488,x,,,,326,317,9,"31,027","2,576,009.11",29367,1606686.51,138,14189.06,1361,948588.84
2489,x,,,,710,698,12,"12,552","604,385.45",4666,140641.41,376,11893.17,1,176
2490,x,,,,102,97,5,6,402.76,3,244.76,3,158,0,0
2500,,,x,,9262,8961,301,"561,414","55,232,970.02",438291,36890837.71,33959,3012735.79,11369,4271026.23
2501,,x,,,5,5,0, -   , -   ,0,0,0,0,0,0
2502,,,x,,819,797,22,"96,813","15,168,149.88",78561,13562384.07,6909,105377.27,337,88773.92
2505,x,,,,526,504,22,"12,532","2,241,054.80",8224,490669.88,252,7261.55,0,0
2506,x,,,,562,559,3,"10,126","464,569.66",8465,389052.52,100,3770.62,0,0
2507,,x,,,5,5,0,6,531.66,0,0,0,0,0,0
2508,,,x,,1519,1478,41,"37,320","2,474,453.56",34202,2101324.69,49,1991.55,0,0
2510,,x,,,6,6,0,7,352.52,0,0,0,0,0,0
2515,,,x,,3302,3254,48,"40,958","3,838,841.29",36396,1931883.8,2343,205437.65,0,0
2516,x,,,,1370,1351,19,"68,520","4,378,943.51",47865,3158622.84,906,145025.06,0,0
2517,,,x,,2693,2655,38,"29,164","1,643,081.19",21947,1225329.59,5491,123032.32,62,15224.58
2518,,,x,,3027,2991,36,"109,358","8,169,072.28",83026,5335651.32,4106,426171.76,0,0
2519,,,x,,4256,4190,66,"132,234","9,435,374.03",99563,7164161.14,14280,320364.29,127,64145.21
2520,x,,,,500,444,56,"7,423","1,447,153.88",3727,340974.35,2882,762342.83,732,254333.08
2522,x,,,,15,15,0,"1,403","1,957,843.32",653,38533.07,0,0,0,0
2525,,,x,,2833,2794,39,"118,792","7,024,319.57",104626,5890597.24,11869,284439.2,66,22924.81
2526,,,x,,3250,3094,156,"60,617","5,064,246.06",47434,4023921.1,2394,154921.88,0,0
2527,,,x,,1577,1545,32,"105,579","11,915,482.08",42274,6064884.42,9933,160096.78,0,0
2528,,,x,,1754,1704,50,"69,197","5,153,601.15",53229,4351016.97,5070,72019.43,1,1187.64
2529,,,x,,2955,2852,103,"256,091","19,654,762.22",218507,16357625.35,6918,355891.97,421,116480.42
2530,,,x,,3461,3404,57,"102,325","7,281,674.30",72335,5006437.27,6262,129690.36,46,11009.85
2533,,,x,,3336,3282,54,"91,391","8,248,966.51",80027,5044609.1,1425,92166.7,2995,833425.42
2534,x,,,,955,934,21,"28,640","2,611,899.53",22725,1338438.22,793,115805.25,1117,395142.85
2535,,,x,,1414,1384,30,"29,414","2,042,836.99",21104,1170879.38,2540,412936.49,1112,114160.22
2536,,,x,,1768,1713,55,"126,738","10,078,677.66",102550,7533920,6863,332245.48,2773,667010.22
2537,,,x,,1009,987,22,"49,406","3,667,176.99",28857,1818264.78,170,7336.32,152,40280.26
2538,x,,,,366,353,13,"4,778","901,885.04",2502,758781.96,308,10859.76,79,9945
2539,,,x,,1824,1790,34,"110,067","8,483,351.28",88127,5563623.03,5783,563374.72,2676,1006411.07
2540,,,x,,3515,3454,61,"102,558","6,238,590.69",84274,4846171.48,8744,571628.93,884,279402.59
2541,,,x,,1842,1764,78,"200,207","19,078,657.65",155179,13929161.47,11017,454883.1,3055,1092547.98
2545,x,,,,64,64,0,"1,170","98,024.21",779,75487.33,23,2747.6,0,0
2546,,,x,,978,953,25,"33,087","2,199,062.27",29345,1734273.69,551,70907.46,1119,243892.87
2548,,,x,,1061,1034,27,"98,286","6,860,862.52",79883,5107700.2,7757,377286.56,1469,444789.89
2549,x,,,,340,332,8,"1,677","259,423.38",681,97514.14,59,11196.52,401,114936
2550,,,x,,1225,1186,39,"55,371","4,291,429.91",47380,3408534.46,1003,59460.3,833,199659.53
2551,x,,,,286,279,7,"14,922","1,168,721.39",11235,664171.41,772,47872.93,772,183830.63
2556,x,,,,335,301,34,121,"73,829.18",89,71024.13,1,39.7,0,0
2557,x,,,,868,807,61,"19,404","5,195,718.54",1025,287326.9,5327,85265.04,0,0
2558,,,x,,1141,1109,32,"35,695","1,889,826.92",26491,1515903.67,3538,81902.82,0,0
2559,x,,,,66,64,2,672,"80,207.62",663,79894.26,0,0,0,0
2560,,,x,,9157,8915,242,"528,967","52,441,146.91",413663,41019965.44,41111,1627010.6,4378,2027336.93
2563,x,,,,39,39,0,253,"10,154.81",253,10154.81,0,0,0,0
2564,,,x,,980,960,20,"56,025","2,339,068.37",47099,2017664.61,2975,44693.01,0,0
2565,,,x,,2802,2673,129,"74,528","8,992,529.43",47212,5519695.12,1558,56745.88,128,27234.1
2566,,,x,,2840,2720,120,"122,789","9,576,603.22",68444,7954458.57,36235,528757.47,0,0
2567,,,x,,5139,4928,211,"352,442","28,351,137.30",264768,21327565.2,22381,804710.85,1509,122864.99
2569,x,,,,240,232,8,545,"52,272.22",295,36982.12,0,0,0,0
2570,,,x,,6318,6123,195,"151,907","14,069,016.23",122641,9601272.97,12067,792451.94,1061,170821.49
2571,,,x,,1870,1773,97,"50,091","3,471,984.19",34953,2347921.3,4187,131006.33,79,18371.33
2572,x,,,,493,474,19,623,"70,527.51",489,58745.17,1,67,7,258.85
2573,x,,,,460,442,18,"29,204","1,993,693.05",21928,1456000.62,984,30408.6,0,0
2574,x,,,,546,538,8,"37,628","2,124,191.96",3842,182647.47,7,218,2,175.1
2575,,,x,,2622,2553,69,"144,400","17,105,937.32",113145,11851601.77,10009,379834.53,1048,325483.84
2576,,,x,,6164,5999,165,"284,645","26,924,126.39",235913,18858648.8,9301,1330810.71,4866,2155029.8
2577,,,x,,3194,3117,77,"128,137","13,085,641.57",47283,5656654.01,26688,1362382.38,1515,571320.01
2578,x,,,,684,678,6,"1,077","209,241.96",369,45235.28,262,11930.4,274,140537.17
2579,x,,,,735,719,16,"48,796","2,551,260.39",165,19681.96,22324,381285.9,4,2039
2580,,,x,,2364,2313,51,"159,793","12,067,151.86",89481,7217506.54,21574,460532.35,3726,761610.27
2581,x,,,,190,183,7,314,"11,184.02",0,0,264,5764.3,3,470
2582,x,,,,1673,1630,43,"44,271","3,310,149.60",24708,2395443.15,11233,240687.63,539,112747.08
2583,x,,,,447,432,15,"3,485","174,775.80",3390,169887.28,15,732.17,2,282.5
2584,,x,,,71,71,0,46,"12,333.98",14,3153.73,0,0,31,9089.2
2586,x,,,,246,244,2,"1,345","76,240.88",79,5836.49,0,0,6,1375
2587,x,,,,201,192,9,"1,450","137,984.73",201,16798.23,1,31.5,33,7483.1
2588,,x,,,53,53,0, -   , -   ,0,0,0,0,0,0
2590,x,,,,617,598,19,"26,254","2,896,791.95",22511,1398924.95,44,1073.5,448,93715.96
2594,,,x,,957,942,15,"38,943","3,967,447.70",29780,2623815.17,2161,62313.5,725,178360.81
2600,,,x,,4887,4189,698,"425,043","101,108,687.29",114391,14067064.76,59843,5505805.34,56420,19199872.85
2601,,,x,,2530,1646,884,"579,372","58,938,631.25",419381,29216232.8,91244,7033021.09,35152,10167563.08
2602,,,x,,6610,6342,268,"252,119","16,356,925.43",151632,7873164.79,32879,960439.75,10191,3040579.31
2603,,,x,,5015,4726,289,"255,925","25,346,190.93",174369,11768187.93,39848,2238734.77,7760,2451462.95
2604,,,x,,3986,3751,235,"83,380","11,475,992.85",26774,1604584.47,31261,3041129.02,9007,3528932.71
2605,,,x,,4334,4249,85,"104,778","8,064,876.47",74024,4060124.58,2738,66325.69,27,7366.29
2606,,,x,,3002,2929,73,"499,314","57,106,400.47",431031,35290679.82,29431,986674.18,1933,613952.48
2607,,,x,,5109,4984,125,"125,090","7,143,035.09",98721,5409148.5,3189,199005.13,0,0
2608,x,,,,393,344,49,"80,015","5,618,505.90",76644,5259175.67,1486,104878.88,0,0
2609,,,x,,683,339,344,"655,512","98,863,317.82",476434,78566251.72,44009,1698259,6015,1131985.48
2610,x,,,,59,27,32,12,"4,585.52",1,465.25,0,0,0,0
2611,,,x,,7302,7186,116,"129,937","7,643,863.92",109772,5669422.82,12205,388585.81,291,506881
2612,,,x,,4057,3878,179,"119,258","17,761,147.05",34595,3993833.56,19580,2422340.24,13798,4554461.59
2614,,,x,,4140,4069,71,"163,806","9,065,472.02",143457,7790448.61,3676,112262.22,234,88096.16
2615,,,x,,5354,5241,113,"115,866","5,250,576.78",91713,4104920.08,8063,143156.2,0,0
2616,x,,,,282,260,22,"2,410","169,740.11",1291,89645.2,907,26402.11,0,0
2617,,,x,,5598,5376,222,"782,874","198,221,076.59",531136,38254821.18,40668,956979.73,864,256054.26
2618,x,,,,433,410,23,317,"45,998.65",144,12894.7,8,1246.65,1,297.5
2619,,,x,,2229,2157,72,"63,940","3,515,766.74",53730,2888201,1,13,0,0
2620,,,x,,5478,5272,206,"212,504","19,037,295.34",149868,13033674,14713,368943.25,3369,873195.83
